episode_length,episode_return,episode_return_imitation,episodes,steps,steps_per_second
118,272.5285539031029,185.30044154450297,415,41958,4.1847379019394495
117,270.2074785232544,186.6384840658866,416,42075,4.062184302560194
119,276.6904362440109,185.03457006136887,417,42194,4.031329900390999
122,284.6622923016548,186.6690203039907,418,42316,4.230655246331565
120,277.0681799054146,174.44545590528287,419,42436,3.983499402542141
120,277.612750351429,179.01486063818447,420,42556,4.115474116735375
123,281.126413166523,180.8317828644067,421,42679,4.076610079553966
123,286.7182637453079,174.47940498334356,422,42802,4.096780538956057
125,294.10386818647385,183.74691719003022,423,42927,4.043645344179939
124,285.9394684433937,176.75516212335788,424,43051,4.895165581853389
124,285.3774220943451,166.1896568890661,425,43175,4.866187084284954
128,296.93416035175323,169.75765455770306,426,43303,3.959489039084745
128,299.8027703166008,159.86459027347155,427,43431,4.224330142622812
126,294.15901416540146,170.93624138552696,428,43557,4.220962291343799
125,289.0517802834511,168.34855586849153,429,43682,3.9582506209510946
124,284.2053495645523,144.69726900663227,430,43806,4.1825539915478736
124,286.66505962610245,145.16059524705634,431,43930,3.9850937451222523
120,279.38302743434906,163.43309488333762,432,44050,4.272528912966122
122,284.3525784611702,176.43043136643246,433,44172,3.9301732893486006
122,281.3452730178833,167.24166380427778,434,44294,4.186694031571499
121,282.87090373039246,185.70690721366554,435,44415,4.1218645135294505
123,284.68197202682495,173.3160939477384,436,44538,4.12514780864198
120,276.9813116788864,172.93152327043936,437,44658,3.96158332933423
122,280.367170214653,178.70929324580356,438,44780,4.136524383202612
122,279.92111134529114,162.81826281314716,439,44902,4.023542387581854
121,282.49509155750275,184.7027617651038,440,45023,4.13768039098072
124,294.812499165535,183.5079064029269,441,45147,4.179720886412454
122,282.84345638751984,180.93474065279588,442,45269,4.0403613637373414
119,274.4250674843788,181.2028165757656,443,45388,4.035371829975663
120,279.20543044805527,179.16572930756956,444,45508,4.128969051761007
121,282.45629304647446,193.5980237564072,445,45629,3.996686136401503
121,282.3793092370033,192.82542358431965,446,45750,3.881364110731688
123,287.75456941127777,179.5408651381731,447,45873,4.306109399863946
121,279.7071192264557,198.85888286866248,448,45994,4.132747847918306
122,286.8758246898651,206.45222646510229,449,46116,4.448777230047392
132,322.5781999230385,207.58392869669478,450,46248,4.680371105609936
125,295.07620745897293,203.3411055910401,451,46373,3.986530859238038
132,320.97820764780045,200.91153249784838,452,46505,4.235654026937076
124,293.319169819355,201.84244754351676,453,46629,4.038325783477504
130,318.21477884054184,210.29901156702545,454,46759,4.0551656214884435
126,300.7205451130867,211.06694047502242,455,46885,4.064602001726233
132,322.9942371249199,211.67812472290825,456,47017,4.18629052022894
128,304.0621363520622,196.97529107658193,457,47145,3.9834695384222707
130,319.6803973913193,215.42911389819346,458,47275,4.120050827656345
131,322.1397005915642,219.646076324163,459,47406,4.031059624639027
126,300.69060039520264,217.25902019627392,460,47532,4.188489479069592
134,334.4593297839165,211.280815049191,461,47666,4.025940375279076
131,320.13672429323196,214.95082986261696,462,47797,4.047836914585062
130,324.88257455825806,205.93493815837428,463,47927,4.081280533096575
134,339.8875389099121,226.33109419746324,464,48061,4.235879920080652
132,333.2043551206589,227.59766371082515,465,48193,3.985646641949071
125,301.53626853227615,217.17789474187884,466,48318,4.091890239708385
132,332.3319815993309,219.1367059466429,467,48450,4.204269743669443
132,333.2313438653946,241.6857690915931,468,48582,4.104405334337915
131,329.01721328496933,217.19369935849681,469,48713,4.0986076743587745
130,323.0140764117241,208.46245987550355,470,48843,3.9128894708433433
130,326.4393924474716,223.0129258260131,471,48973,4.121509798821451
132,331.563678085804,191.57438480376732,472,49105,4.137506566674457
134,340.1377782225609,224.41145301715005,473,49239,5.3764511583108225
131,331.868040561676,187.84222235518973,474,49370,3.9709157397707804
133,339.31957960128784,218.04529665177688,475,49503,4.22380639847092
133,340.5003759264946,229.19452586653642,476,49636,4.169775187727268
133,336.9140348434448,228.812652533059,477,49769,4.099519653386625
132,341.14183950424194,220.10783292877022,478,49901,3.9988665470038613
132,334.18325823545456,225.35189320787322,479,50033,4.112711511287792
135,347.32570308446884,192.50343598390464,480,50168,4.171406470100858
137,361.14736580848694,212.77112676226534,481,50305,4.146516367395141
135,349.0099350810051,230.04187737265602,482,50440,3.9910727233535117
142,387.03554862737656,217.21153513039462,483,50582,4.172403202505653
139,370.89154583215714,228.46246893901844,484,50721,3.98684962769438
144,385.5257171392441,237.92057112103794,485,50865,4.236608388273076
147,406.7153775691986,219.24614656798076,486,51012,4.0143702055127735
149,415.95750480890274,223.32305324543267,487,51161,4.096611044162536
145,397.11138874292374,218.49154329230078,488,51306,4.181248671003044
145,387.61272871494293,216.16797701083124,489,51451,4.047563897598791
152,426.6617588400841,232.4428322070744,490,51603,4.105648120091112
151,424.33708143234253,218.1039235824719,491,51754,4.108692827359375
146,396.8162642121315,237.2465263493359,492,51900,4.069275320670168
152,426.37977784872055,231.18570683011785,493,52052,4.025138345578736
150,418.17273020744324,225.80739283259027,494,52202,4.254530711296035
147,402.4465022087097,223.78441026387736,495,52349,4.968185116013699
150,413.80490559339523,229.8056819946505,496,52499,4.114843653258762
95,214.16408210992813,236.58317019417882,497,52594,4.058736890149284
153,434.4591745734215,239.0494025303051,498,52747,4.183598881400867
150,416.2075833082199,227.66099005844444,499,52897,3.9636936603768356
93,209.1605698466301,231.89974276721478,500,52990,4.264957282339232
97,221.61935448646545,237.31818116642535,501,53087,3.7717666674781634
95,215.2890352010727,226.5767267346382,502,53182,4.0061184819456725
151,412.77320367097855,236.68895896989852,503,53333,4.350473105950797
93,211.75901091098785,232.8255295995623,504,53426,4.040161666841916
95,216.2813994884491,224.0920612551272,505,53521,4.127606570261517
151,423.6383926272392,233.1817937400192,506,53672,4.0597142298941
151,413.12861037254333,243.91700199479237,507,53823,4.044768222368866
153,430.9480266571045,245.15834713634104,508,53976,4.112749573749783
152,428.9056097269058,246.2748899627477,509,54128,4.006851669244657
156,439.2449466586113,258.95090035162866,510,54284,4.260233017590229
151,422.33142817020416,245.9500095397234,511,54435,4.117417901272451
153,427.30472630262375,252.2711948347278,512,54588,3.9823508216505576
143,383.50114899873734,258.3872577142902,513,54731,4.227849532110646
139,370.66162544488907,257.8785748966038,514,54870,3.991716545471173
138,368.90794748067856,249.40750184003264,515,55008,4.109048421206839
132,343.91058844327927,237.5842289114371,516,55140,4.011245784564183
136,358.8281926512718,256.9797159601003,517,55276,4.474886911358468
133,348.08785623311996,253.56624921783805,518,55409,4.937960520193426
131,341.6125364303589,258.6506249848753,519,55540,4.0329108484011
130,335.07990419864655,254.30595852714032,520,55670,4.0186620977235625
130,336.80483108758926,256.2468716651201,521,55800,4.356465729175339
129,339.1582677960396,220.36808367073536,522,55929,4.2293540669373995
134,356.58580869436264,247.5000808890909,523,56063,3.9267870326152914
129,341.65170192718506,237.5429504159838,524,56192,4.13491356336394
153,441.99212408065796,250.5941163012758,525,56345,4.103891698447925
150,417.8254053592682,245.36694139335304,526,56495,4.0242016405271785
140,373.24707412719727,255.0742919333279,527,56635,4.114303340531395
154,427.19566082954407,265.81870679790154,528,56789,4.075606203712917
139,372.2743641138077,249.5876378994435,529,56928,4.15961092963034
137,363.0082631111145,253.0028854571283,530,57065,3.9386515068086134
158,463.70771741867065,247.39373609027825,531,57223,4.149184013572308
156,443.5525881052017,242.90638688579202,532,57379,4.154190602949382
153,426.06681180000305,251.08928785007447,533,57532,4.0173004553508225
153,424.208792924881,234.5980991832912,534,57685,4.176140980255462
164,473.9397558569908,240.6352745250333,535,57849,4.0565480316827704
167,486.72717493772507,259.9874115809798,536,58016,4.117044964076053
161,463.8701644539833,254.14383811317384,537,58177,3.988014982936735
170,501.7246279120445,269.576681175502,538,58347,4.360167490012755
180,540.9014785289764,267.4912059942726,539,58527,4.720312671976752
163,475.98068875074387,262.6122416500002,540,58690,4.085416887531071
162,470.96168452501297,277.0497383736074,541,58852,4.044010713326967
173,511.3310781121254,270.43842066591606,542,59025,4.087830753419041
169,498.7299489378929,266.8007374203298,543,59194,4.118493094250295
188,569.5051382184029,258.66280334535986,544,59382,4.042422634338823
167,498.77287101745605,257.06334288511425,545,59549,4.242510092521952
170,510.40224331617355,242.63153254427016,546,59719,4.0309246031584065
173,515.6597935557365,258.07421529409476,547,59892,4.09316570825562
176,530.2903981208801,254.61542587250005,548,60068,4.083747737120624
208,629.7952447533607,273.85893392562866,549,60276,4.1281234920682195
204,617.9586682915688,273.47212214476895,550,60480,4.084034897606396
195,582.599900841713,261.2554353297455,551,60675,4.04828631923078
204,612.2508534789085,283.62460153736174,552,60879,4.202706859131741
191,566.6282629966736,268.2593806704972,553,61070,4.041182658130367
212,649.8753768205643,269.5858351450879,554,61282,4.109795990388523
203,621.4388701915741,268.52699137013406,555,61485,4.9513755973206095
217,669.5414165258408,275.26573004503734,556,61702,4.021266458188161
132,343.0213078260422,266.1665226854384,557,61834,4.0529873241981065
134,348.86824083328247,264.0066880378872,558,61968,4.186341515953947
208,638.5065471529961,284.79732151469216,559,62176,4.002873815006122
190,561.93164229393,262.3814067420317,560,62366,4.138120885198742
205,623.4536172151566,285.3413413707167,561,62571,4.11125938810455
189,554.190373301506,275.75158752826974,562,62760,4.140165811789767
192,574.6116188764572,268.9697351222858,563,62952,4.090300421174696
189,559.9074913263321,291.8759207050316,564,63141,3.9551352748706
135,353.34559977054596,270.17689126357436,565,63276,4.255020111194669
133,344.844240128994,262.1801795884967,566,63409,4.0814644878103765
215,661.0796159505844,250.64808483375236,567,63624,4.123314938767603
140,371.4649542570114,264.6805128008127,568,63764,4.159261096321196
192,561.5205234885216,276.2309512759093,569,63956,4.122422288743897
197,582.4930222034454,262.72882305237,570,64153,4.017533348412655
194,573.039038836956,249.35757224424742,571,64347,4.0897272498972725
170,484.7720314860344,275.80109084397554,572,64517,4.756211436209845
183,543.5851740241051,281.52923694392666,573,64700,4.351552707349807
195,579.748994410038,280.3625025281217,574,64895,4.065811815586934
195,580.2719603180885,256.87715793959796,575,65090,4.063453100037028
203,612.0945755243301,276.1692195041105,576,65293,4.03137813640292
189,560.1337323784828,289.49464023672044,577,65482,4.145269692537549
196,588.3014086484909,280.50350136938505,578,65678,4.012000459488396
185,550.8436200022697,298.0850758521119,579,65863,4.124960449334579
200,603.2393553853035,284.85556906368583,580,66063,4.141169441715542
197,590.3432077169418,284.25538493995555,581,66260,4.036534886519015
189,562.1609331965446,287.01961270626634,582,66449,4.178091369619414
191,569.8998522162437,291.29807611205615,583,66640,4.0527139097665374
162,459.4784734249115,278.7670536916703,584,66802,4.064312776345886
208,660.9630653858185,295.6286523616873,585,67010,4.124279094605122
212,658.5380651950836,276.77022796077654,586,67222,3.985289817178476
174,521.0683122873306,275.10982778389007,587,67396,4.095651477933569
172,508.0001251101494,282.69844884611666,588,67568,4.5093591041396826
203,618.3474093079567,293.2737109554,589,67771,4.383676198860631
201,627.7680150866508,286.77854448137805,590,67972,4.1102595797135955
209,650.5399917960167,291.895685242489,591,68181,3.98374987659985
196,642.2151102423668,280.95058436412364,592,68377,4.09859339608044
193,585.8930777907372,278.23750487552024,593,68570,4.132171681723668
195,593.0658468008041,288.3081235070713,594,68765,4.053798873686363
183,544.5882053971291,278.3439838094637,595,68948,4.200037303380373
203,622.8197005987167,287.9636934357695,596,69151,4.0083854281739315
198,606.4764211773872,293.5319685563445,597,69349,3.997772244444659
239,774.0049765110016,280.3423298128182,598,69588,4.104239570849352
206,646.6564102172852,271.62386940745637,599,69794,4.105888065506817
202,619.9991860985756,282.00793012510985,600,69996,4.131895804853631
197,599.8454646468163,274.07109180791304,601,70193,4.04090728273775
183,547.892450928688,283.90375697938725,602,70376,3.9970256654873504
198,607.1753050088882,263.32469483837485,603,70574,3.9920298246387023
210,651.478203356266,253.84047054639086,604,70784,4.983032023953842
202,620.5597085952759,268.1442271731794,605,70986,4.1092414209904025
210,652.7424299120903,259.1586351497099,606,71196,4.0722149243529735
181,538.702694952488,255.99243924953043,607,71377,4.00568907037122
103,243.38522112369537,258.58000246435404,608,71480,4.1077214473331125
199,603.5628215074539,261.7482274293434,609,71679,4.135941152456222
217,684.9748210310936,257.62379592331126,610,71896,4.066371456605828
181,526.2296440005302,252.82057073665783,611,72077,4.0909537384622325
160,435.45530116558075,235.1543094017543,612,72237,4.106209936623545
103,240.00789374113083,210.4055723324418,613,72340,4.044914659190721
159,431.6788946390152,211.1065908484161,614,72499,4.1157537778546445
166,455.97734051942825,197.66544220224023,615,72665,4.137562612880453
101,232.7682450413704,185.11097734421492,616,72766,4.074353029796345
192,576.972002863884,205.65341369295493,617,72958,3.982387886665826
170,484.252791762352,219.45407032966614,618,73128,4.094976632218474
214,669.5936189293861,251.80747336521745,619,73342,4.110316124371834
228,727.5906940102577,261.7709110566648,620,73570,4.073661444310573
213,671.4974891543388,243.4017845178023,621,73783,5.104512454209476
142,375.4565305709839,248.13876117765903,622,73925,4.1376176762759815
206,663.566348195076,253.19900253321975,623,74131,4.064145689865239
210,646.5188920497894,266.2610726216808,624,74341,4.069573998684713
188,597.721647799015,251.06707195169292,625,74529,4.12032425737402
210,656.693541765213,277.19421538244933,626,74739,4.073381575162666
144,379.0312178134918,248.19537390209734,627,74883,4.209386934952423
212,686.6963583230972,262.46672675269656,628,75095,4.020922231669319
206,670.5026189684868,267.6260549686849,629,75301,4.083981272762472
202,633.8447231054306,271.2326508020051,630,75503,3.8871787034082366
211,672.2693527340889,280.27524898259435,631,75714,4.207501996547084
212,655.4583224058151,267.1553348492598,632,75926,4.133283017049277
210,683.185810983181,274.1033199559897,633,76136,4.0587033959905225
203,656.1176726222038,254.26274678180926,634,76339,4.019313466639164
204,659.7374418973923,271.7251912718639,635,76543,4.0692229677456355
200,641.6643738746643,272.44182512676343,636,76743,4.246934496740286
220,703.7332119345665,277.7250611735508,637,76963,4.635538047225861
200,644.3274500370026,264.68382319877855,638,77163,4.120281636497524
210,687.9928703308105,281.4929023562581,639,77373,4.08439378025217
215,734.2191401124,271.1211033160798,640,77588,4.038899254595356
190,573.4184871912003,287.3900264133699,641,77778,4.096637762444422
211,671.3881019353867,282.9654592949664,642,77989,3.9888225296164044
210,680.5142546892166,280.9815091723576,643,78199,4.2098383838237075
205,706.8568431138992,283.6490462576039,644,78404,4.077929442046586
211,723.6316366791725,285.8885458644945,645,78615,4.10775797811588
167,490.55273324251175,276.42993436707184,646,78782,4.002914540661648
226,774.2637387514114,280.97651900560595,647,79008,4.087432295129096
217,737.4401578307152,288.5423039083835,648,79225,4.088996529826603
214,672.980536043644,291.8268575947732,649,79439,4.088507375889478
182,545.4220961928368,279.4081737441011,650,79621,4.150739277339411
211,716.1760508418083,288.4539881958626,651,79832,4.400078050090534
183,548.9267630577087,283.52196793537587,652,80015,4.398998284318894
211,689.1841368675232,285.82553809368983,653,80226,4.079402655457926
219,710.4652520418167,281.40941781911533,654,80445,3.955452842250696
226,762.2419897317886,312.7240136647597,655,80671,4.207226552203232
207,664.9008992314339,294.73864477477036,656,80878,4.137032205233173
215,699.009990811348,298.31048841332085,657,81093,3.977955612672015
228,793.6255149245262,306.17550109303556,658,81321,4.106550456873187
210,685.4643409252167,293.5401104427874,659,81531,4.045849564853046
209,707.8738146424294,286.08402054803446,660,81740,4.101140567838139
206,642.8837412595749,308.7159407120198,661,81946,4.1614597195658485
214,698.9075237512589,294.40335659869015,662,82160,3.9947038615150783
218,734.5620347857475,282.0663775128778,663,82378,4.137886293035682
205,664.3817577958107,283.9593279210385,664,82583,4.061291550804786
204,666.4029852747917,278.28775104228407,665,82787,4.048799953949076
185,553.633242547512,300.4431677754037,666,82972,4.869875780254751
189,579.1558012962341,303.2465203970205,667,83161,4.1931721763038405
224,743.6293724179268,313.5206736731343,668,83385,4.096978751676965
210,657.892853975296,296.83494873763993,669,83595,4.002045705261859
185,552.236654996872,282.6248141066171,670,83780,4.122794551919107
214,671.6951516866684,302.649957833346,671,83994,4.084924626566591
208,648.7062314152718,315.48574984120205,672,84202,4.097060601479792
200,615.7114585638046,302.48593625507783,673,84402,4.085609763720372
193,583.7378380298615,301.38038824824616,674,84595,4.031779580905651
188,568.0976569056511,295.55182166188024,675,84783,4.1128561256828595
209,656.5457836985588,299.1962005512323,676,84992,4.0618125337756705
222,697.486238360405,299.75275884754956,677,85214,4.081745724735955
212,668.3880906105042,293.16639045253396,678,85426,4.017382238308313
215,682.5939507484436,310.2332018595189,679,85641,4.106770329761947
188,566.9520694613457,291.48061639629304,680,85829,4.129271553203341
196,597.0696769356728,296.3700500719715,681,86025,4.998194625292227
188,568.938408613205,290.5750071729999,682,86213,4.0128438009773895
203,627.4467222094536,300.88532763998955,683,86416,4.124579167622532
187,560.4962072968483,293.7829071225133,684,86603,4.068457725902788
223,705.9247724413872,318.6419709525071,685,86826,4.064501395731308
204,630.8745226264,296.22537984279916,686,87030,4.1381626228072514
223,734.5548566579819,297.23144096159376,687,87253,4.021796488082919
186,555.4479862451553,294.3714718471747,688,87439,4.061760838686229
201,613.547017455101,306.2272281467449,689,87640,4.08473928210123
199,611.0605735778809,309.00381124252453,690,87839,3.9767677498185168
213,669.2010251283646,308.1058013481088,691,88052,4.237823623396533
225,757.2011724710464,302.5284229530953,692,88277,4.034687512148557
213,674.9047627449036,294.1760481330566,693,88490,4.083325706121762
219,704.7859609723091,318.26107860170305,694,88709,4.05085184935234
190,580.8145445585251,291.89011698786635,695,88899,4.093784819704724
216,704.7486683130264,306.61216016765684,696,89115,4.848057273719932
217,691.2206670045853,302.5665814790409,697,89332,4.0634649054728635
200,618.1758281588554,291.99969230010174,698,89532,4.100803907561908
222,721.3118081688881,311.0588690787554,699,89754,4.031324732093158
217,695.7266857624054,295.6346995191416,700,89971,4.094211840891604
224,741.3970913887024,305.8265310348943,701,90195,4.0307573520308315
216,692.1894226670265,301.90631334483624,702,90411,4.011365633157574
208,658.8405083417892,294.7397159419488,703,90619,4.202115409306254
216,670.1802296638489,307.255145461997,704,90835,4.089587720815677
204,646.8570456504822,301.5190312231425,705,91039,4.03784495047168
226,746.6057609915733,309.44579603348393,706,91265,4.11056153065182
202,634.3743913173676,293.3591686110012,707,91467,4.071410959470362
199,607.6170996427536,309.5400259546004,708,91666,4.0949126103605336
212,665.0814810395241,298.16846602247097,709,91878,4.070478656832443
211,667.323330283165,314.618684228044,710,92089,4.491468404884487
220,694.0027286410332,316.8330718912184,711,92309,4.377789536687538
207,640.4573691487312,289.64487357996404,712,92516,4.084202118743795
195,597.8860664963722,304.61418671533465,713,92711,4.047375490020798
199,623.5530346035957,290.7920196354389,714,92910,3.969081728328052
228,753.0768876671791,315.4249432636425,715,93138,4.144686988601511
214,679.2808725237846,294.82506645540707,716,93352,4.103248711962542
204,628.5181854963303,298.85525989579037,717,93556,4.14593164735243
197,604.2148798108101,290.84866722952574,718,93753,4.007475414792323
207,649.5573461055756,297.8726975424215,719,93960,4.087695422336401
213,678.7522676587105,301.15730243199505,720,94173,4.048985290612343
229,768.6370539665222,310.9573305834783,721,94402,4.0705600930205845
208,658.3345231413841,294.97620361763984,722,94610,4.0599662554936735
240,804.9594830870628,312.90029127825983,723,94850,4.033342590698765
213,677.2704265117645,291.601478026947,724,95063,4.097413219821471
201,634.557057082653,284.7666280865669,725,95264,5.0968113149747385
204,634.0125054717064,285.53325047995895,726,95468,4.16673364261921
195,600.7750120162964,273.9458418658469,727,95663,4.081048805467745
196,617.8842033743858,275.88011846435256,728,95859,4.082201924000396
214,675.4014629721642,305.8812147306744,729,96073,4.092978193587418
238,809.5102373361588,324.5580882782815,730,96311,4.079951129735766
227,743.1378416419029,308.98199489037506,731,96538,4.1520700036030425
211,669.0918001532555,298.8649835421238,732,96749,4.024678488907872
223,731.5614600777626,300.36281377915293,733,96972,4.042795419313333
223,726.9282981157303,310.7408195566386,734,97195,4.056641682589154
202,627.6980085968971,297.53503551427275,735,97397,4.127950405587671
215,704.2911947965622,297.84353178343736,736,97612,4.064545648747359
216,680.896742939949,308.57563849538565,737,97828,3.9316993051816755
234,769.6059420108795,305.18771387217566,738,98062,4.222098707300651
234,779.2911488413811,313.7099625347182,739,98296,4.714476171639156
226,753.6063767671585,313.75740193459205,740,98522,4.103192714704311
223,713.935578584671,306.34482682752423,741,98745,4.092993831250019
199,630.3751354217529,295.71368621941656,742,98944,4.0509325798752505
244,818.5501281023026,316.62767017795704,743,99188,4.068065217329692
230,772.4858177900314,314.7436307524331,744,99418,4.129308734381386
217,703.2883595228195,297.4126993112732,745,99635,4.059704968195734
217,706.4365563392639,304.6321136103943,746,99852,4.052772842671747
251,850.3532296419144,315.9134140731767,747,100103,4.105341591193628
241,797.8102241158485,310.8800499665085,748,100344,3.984155125541173
242,810.7844241261482,319.04908198094927,749,100586,4.178179593484113
210,679.4348713755608,296.05702290311456,750,100796,4.064393012613485
206,652.5842214226723,308.9409795724787,751,101002,4.051855816114891
229,743.6920921206474,312.95488572190516,752,101231,4.073513578289306
228,753.3977792859077,317.5542481113225,753,101459,4.803328127717502
203,628.3946185112,287.37860610336065,754,101662,4.016760874074001
221,733.8518425822258,302.9220216162503,755,101883,4.095530642024883
236,800.8249457478523,315.57224871451035,756,102119,4.020533835899109
241,829.4143177866936,319.0300231417641,757,102360,4.150589355678582
222,734.89917999506,308.42128160223365,758,102582,4.064464338836314
240,847.1477612257004,315.7926867074566,759,102822,3.9689268202551102
227,761.8146865367889,306.6784003744833,760,103049,4.213103815782385
225,735.6480104923248,305.9168586295564,761,103274,4.0674517495714
