Wall time,Step,Value
1611847134.6868663,1602,16.61501121520996
1611847188.8972006,1895,17.925683975219727
1611847267.413019,2312,16.23255157470703
1611847305.9471107,2517,14.678765296936035
1611847370.9983132,2853,13.989076614379883
1611847856.5805411,5424,10.688429832458496
1611848286.5263448,7671,8.01822566986084
1611848482.9446697,8695,8.207071304321289
1611848621.4791808,9395,7.956483364105225
1611849070.3895292,11707,10.40748405456543
1611849743.1175575,15121,7.5003767013549805
1611850293.9320464,18099,8.368402481079102
1611850976.6908562,21608,7.078686237335205
1611851542.9123118,24599,8.181587219238281
1611852036.8378952,27219,8.440661430358887
1611852619.814929,30332,9.327577590942383
1611853269.8018057,33815,7.5304999351501465
1611853933.0377371,37316,6.860631942749023
1611854546.154097,40566,58.09471130371094
1611855216.5093162,44037,8.738993644714355
1611855903.1821954,47549,7.979238510131836
1611856496.8909764,50590,9.87911605834961
1611857193.7523751,54108,10.989044189453125
1611857870.4077866,57573,9.813921928405762
1611858545.4812527,60950,11.0164155960083
1611859099.1176894,63736,11.861102104187012
1611859799.8408222,67156,10.127304077148438
1611860509.2109885,70568,11.843239784240723
1611861243.1691787,73977,9.549412727355957
1611861858.4897697,76802,7.827677249908447
1611862614.7150283,80233,8.399009704589844
1611863371.028156,83649,10.405996322631836
1611864125.7045789,87151,11.819205284118652
1611864879.780492,90632,9.719122886657715
1611865622.204028,93980,9.446331024169922
1611866233.942114,96831,9.731508255004883
1611867018.7759173,100351,10.128453254699707
1611867761.8812265,103791,12.116690635681152
1611868520.2560952,107309,13.368745803833008
1611869302.6797986,110796,10.80605697631836
1611870088.5830777,114299,9.841645240783691
1611870866.737527,117823,11.049144744873047
1611871635.6845148,121339,16.664485931396484
1611872404.8225477,124832,10.242598533630371
1611873167.4060752,128305,9.422178268432617
1611873945.7924216,131735,13.495050430297852
1611874737.382216,135330,11.1591157913208
1611875526.301733,138777,10.985977172851562
1611876315.6338663,142331,12.898993492126465
1611877082.703512,145842,12.466761589050293
1611877737.4867692,148765,13.591329574584961
1611878535.321922,152280,11.225580215454102
1611879190.3536484,155212,13.671743392944336
1611879947.829803,158700,12.02961540222168
1611880747.5330906,162254,11.770950317382812
1611881526.631406,165817,12.670819282531738
1611882153.5839252,168604,18.511560440063477
1611882916.5413945,172098,12.154729843139648
1611883693.527703,175543,12.915413856506348
1611884450.4733233,179049,14.292986869812012
1611885226.8480885,182528,16.626142501831055
1611886022.9907742,186049,14.544894218444824
1611886811.8401155,189477,13.352145195007324
1611887597.8008285,193001,17.962820053100586
1611888369.1042292,196480,16.929595947265625
1611889154.5203364,199933,14.312063217163086
1611889947.9956048,203440,13.490962028503418
1611890724.1182425,206913,11.570368766784668
1611891411.7966483,209976,15.433638572692871
1611892238.2987726,213589,28.329938888549805
1611893055.060159,217152,17.734935760498047
1611893852.858805,220648,14.031954765319824
1611894653.937186,224081,20.618330001831055
1611895448.905114,227585,20.853687286376953
1611896162.5083835,230750,19.615259170532227
1611896944.2596464,234189,13.445785522460938
1611897722.295291,237650,17.286508560180664
1611898508.4617908,241103,14.57931900024414
1611899279.8704295,244588,12.336833953857422
1611900055.859539,248007,14.711302757263184
1611900679.7623916,250736,13.090405464172363
1611901372.9546092,253828,15.269950866699219
1611901820.9498136,255812,14.488235473632812
1611902623.5358124,259296,17.00691032409668
1611903422.1454298,262834,21.62820816040039
1611904017.687732,265514,15.541580200195312
1611904776.3952482,268857,14.956221580505371
1611905517.8766725,272127,13.000974655151367
1611906319.9536617,275603,13.80185317993164
1611906870.8470118,278137,13.062647819519043
1611907573.1494517,281229,13.791881561279297
1611908258.6101406,284012,20.83135414123535
