Wall time,Step,Value
1611689182.717771,1980,1.1087309122085571
1611689239.825653,2250,0.9336848855018616
1611689456.9392426,3260,1.2936776876449585
1611690217.7512143,6701,1.2403342723846436
1611690533.7025733,7823,0.7393715381622314
1611690630.734022,8169,0.576620876789093
1611690716.1176329,8536,0.5537850260734558
1611690762.2392774,8717,0.5530056953430176
1611690828.9521692,9001,0.5724427103996277
1611690920.5518396,9397,0.5204946994781494
1611691017.7219632,9908,0.5103025436401367
1611691078.2296586,10225,0.5151430368423462
1611691186.5497713,10764,0.4790056645870209
1611691258.3461635,11142,0.6421067714691162
1611691337.5056524,11542,0.675513744354248
1611691435.6112878,11949,0.5436089634895325
1611691630.5108075,12741,0.508301854133606
1611691894.481751,13815,0.5404778122901917
1611692034.1863842,14363,0.347366064786911
1611692208.3778758,15048,0.3087063431739807
1611692389.2036195,15839,0.4425370991230011
1611692600.060636,16766,0.4150558114051819
1611692850.0151553,17828,0.3462899327278137
1611693057.21727,18735,0.31985417008399963
1611693714.0098696,21596,0.3110945522785187
1611693939.919028,22559,0.23919135332107544
1611694217.138902,23747,0.25894567370414734
1611694732.9279344,25956,0.22101406753063202
1611694847.1482697,26454,0.2257796674966812
1611695003.8150177,27133,0.19841350615024567
1611695565.6208014,29681,0.26257815957069397
1611696491.3522053,33541,0.2235763669013977
1611697101.5937908,36089,0.3001551032066345
1611697199.6307936,36505,0.21819354593753815
1611697516.4766026,37893,0.4291718006134033
1611697680.8507848,38547,0.48015689849853516
1611697901.214478,39483,0.4283507466316223
1611698014.8591516,39937,0.49212461709976196
1611698148.8337722,40469,0.4617305397987366
1611698280.695428,41019,0.45709726214408875
1611698417.0945816,41598,0.5551164746284485
1611698489.9039493,41907,0.7345434427261353
1611699056.8504632,44203,0.700003981590271
1611699645.6387644,46587,0.8834042549133301
1611700203.6390793,48865,1.1530450582504272
1611700777.317917,51191,1.1232914924621582
1611701558.2395518,54311,1.1516989469528198
1611702196.6697257,56930,1.3640340566635132
1611702399.8679621,57763,1.1403017044067383
1611702769.7555668,59339,1.1005043983459473
1611703233.6017776,61235,1.039145588874817
1611703853.0128148,63740,0.9216778874397278
1611704860.8440857,67708,0.9129422903060913
1611705447.7807944,69905,0.872197151184082
1611706015.1783285,72116,0.8895812034606934
1611707068.979238,76116,0.8348300457000732
1611707888.7021992,79209,0.8227002620697021
1611708953.9399514,83209,0.9030593633651733
1611710047.8993824,87209,0.8994930386543274
1611710799.1016996,89889,0.8791216015815735
1611711890.3373225,93889,0.8424595594406128
1611712656.7040057,96623,0.8397810459136963
1611713621.0022485,100061,0.9115942716598511
1611714391.0684395,102858,0.971267819404602
1611714740.9382722,104118,0.9537253379821777
1611715034.5594103,105143,1.0279536247253418
1611715681.2829156,107490,0.9564070105552673
1611716105.3314338,109046,0.9466592073440552
1611716820.4970732,111588,0.8551398515701294
1611717404.014435,113691,0.8317753076553345
1611717974.8395822,115705,0.9314880967140198
1611718069.410212,116018,0.8621418476104736
1611718195.5421083,116476,0.8534181118011475
1611718319.4008415,116896,0.8778511881828308
1611718457.3274114,117346,0.8494354486465454
1611718618.9049468,117926,0.9344566464424133
1611718876.396993,118815,0.8863264918327332
1611719263.4856534,120174,0.8394386768341064
1611719853.9197383,122235,0.85737144947052
1611719949.2546217,122573,0.9003316164016724
1611720073.6447608,123008,0.9502703547477722
1611720201.9420617,123451,0.8514447808265686
1611720739.8404388,125359,0.9406744241714478
1611721128.0268633,126729,1.0441110134124756
1611721320.138033,127404,0.9928611516952515
1611721632.8267474,128488,1.0098254680633545
1611721760.180023,128938,0.9648998975753784
1611722123.7010987,130203,1.0675944089889526
1611722223.8638163,130557,1.0560792684555054
1611722355.587847,131022,1.0943031311035156
1611722509.0385268,131526,1.0661864280700684
1611722607.9449494,131875,1.0793901681900024
1611722970.2362752,133143,1.034629464149475
1611723075.90139,133500,1.0089337825775146
1611723172.4487412,133843,1.053229808807373
1611723278.6834002,134203,1.0100170373916626
1611723355.1968653,134490,1.0656691789627075
1611723449.7364097,134825,1.049187183380127
1611723548.6518526,135171,1.0293641090393066
1611723897.9231846,136432,1.018777847290039
1611724509.6291182,138558,1.046473741531372
1611724622.3254588,138946,1.059700846672058
1611725301.1633449,141310,1.062410593032837
1611725387.5049148,141605,1.00352144241333
1611725463.0130076,141866,1.0090495347976685
1611725530.2670772,142099,1.0651099681854248
1611726658.6843479,146099,0.9606581926345825
1611727543.4887202,149154,0.9401826858520508
1611728558.0830164,152680,0.8830810189247131
1611729253.5573297,155120,0.9113208055496216
1611730216.1717148,158552,0.8535926342010498
1611731339.6664815,162552,0.8391885757446289
1611732010.5901308,164873,0.9609118700027466
1611732988.454426,168234,1.096837043762207
1611733909.9869142,171260,0.9757159948348999
1611734669.8806798,173724,1.171942949295044
1611735749.0846732,177378,1.0734314918518066
1611736330.6002195,179320,1.1266900300979614
1611737148.2028816,182003,1.0704046487808228
1611737603.0732627,183539,1.040182113647461
1611738665.4087534,187079,1.0263092517852783
1611739504.5567467,189810,1.103786826133728
1611740372.6443737,192676,1.0912753343582153
1611741302.8386712,195730,1.068761944770813
1611742160.873701,198596,1.1279311180114746
1611742941.0272884,201052,1.0946686267852783
1611743627.4275262,203336,1.121181845664978
1611744634.9280012,206804,1.1596976518630981
1611745243.9422445,208898,1.1489126682281494
1611746281.0719044,212482,1.1249172687530518
1611747426.8291168,216482,1.1947917938232422
