Wall time,Step,Value
1611847157.758562,1835,0.8302503228187561
1611847220.1496756,2156,0.5535851716995239
1611847266.7253776,2412,0.5002749562263489
1611847480.0277727,3621,0.6843137145042419
1611847990.2369082,6281,0.5213398933410645
1611848201.3732622,7389,0.27407875657081604
1611848489.9257615,8874,0.24303779006004333
1611848782.740431,10440,0.24645286798477173
1611849079.6754906,12020,0.17892706394195557
1611849458.3006132,13920,0.17927826941013336
1611849998.8647573,16766,0.11936508864164352
1611850344.29866,18623,0.14463697373867035
1611850826.411357,21149,0.13884632289409637
1611851524.0829172,24749,0.1294907182455063
1611852235.4693403,28395,0.11325132101774216
1611852925.7024727,31907,0.12573809921741486
1611853591.8541892,35458,0.09528162330389023
1611854259.3973262,38949,0.09075373411178589
1611854918.4078152,42406,0.08835157752037048
1611855574.2450254,45807,0.10385991632938385
1611856264.6555078,49310,0.08059835433959961
1611856953.5251307,52896,0.07265396416187286
1611857640.8565166,56486,0.0882725715637207
1611858328.9530003,60047,0.07054933905601501
1611859020.0399323,63516,0.057894740253686905
1611859738.0360868,67013,0.05716443806886673
1611860413.5208051,70438,0.05712173879146576
1611861134.9404085,73863,0.05745012313127518
1611861866.61851,77317,0.05149303004145622
1611862456.824779,80125,0.07134267687797546
1611863037.6518145,82863,0.0571058988571167
1611863697.9213805,86010,0.058737561106681824
1611864427.4136791,89418,0.06379719078540802
1611865213.6564176,92929,0.04989916831254959
1611865971.6063576,96397,0.05596766248345375
1611866657.657706,99565,0.05671149119734764
1611867305.204995,102424,0.05434541776776314
1611868054.469243,105817,0.05118750035762787
1611868689.689755,108687,0.05350363627076149
1611869445.7868102,112073,0.047393202781677246
1611870111.7783155,115180,0.06305310130119324
1611870876.0076234,118637,0.04445158317685127
1611871508.5024405,121561,0.04295167326927185
1611872294.3939178,125093,0.05804789438843727
1611873053.3949018,128506,0.052561722695827484
1611873810.1802325,131979,0.05019431561231613
1611874552.01685,135296,0.053166329860687256
1611875297.7004478,138670,0.05100639909505844
1611876043.7747188,142084,0.04833286628127098
1611876113.092257,142391,0.048415664583444595
1611876161.572537,142609,0.04923791065812111
1611876206.812099,142822,0.05547527223825455
1611876257.125064,143040,0.048302918672561646
1611876302.4196353,143238,0.042980942875146866
1611876747.7536936,145215,0.05161553621292114
1611877374.969522,148013,0.04701673984527588
1611877534.6928618,148722,0.054262660443782806
1611878423.9072392,152722,0.05726281926035881
1611879217.9382682,156277,0.053351692855358124
1611879734.3612633,158554,0.06093387305736542
1611880061.781754,160034,0.05258170887827873
1611880550.0380058,162186,0.0578397773206234
1611881144.6867754,164896,0.09401301294565201
1611881602.90236,166878,0.051210999488830566
1611882089.015658,169109,0.07093403488397598
1611882772.6094635,172209,0.04941485822200775
1611883421.68399,175120,0.056110989302396774
1611884125.484469,178270,0.04605892300605774
1611884792.752386,181272,0.048885587602853775
1611885436.5913494,184154,0.04201335459947586
1611886164.3701885,187451,0.049653686583042145
1611886946.053874,190926,0.038821980357170105
1611887700.925292,194360,0.035953983664512634
1611888480.3882601,197811,0.03931940719485283
1611889223.6805365,201094,0.047328900545835495
1611889718.9751377,203354,0.049906134605407715
1611890524.9365466,206921,0.03929997980594635
1611891060.003889,209319,0.06480873376131058
1611891815.9460416,212757,0.041620269417762756
1611892566.2428548,216186,0.056087300181388855
1611893085.9281974,218504,0.04244615137577057
1611893675.617998,221202,0.058225225657224655
1611894212.4373872,223574,0.05724717304110527
1611894979.7155545,226880,0.04130624607205391
1611895624.4851663,229759,0.04498108848929405
1611896232.589593,232479,0.03835561126470566
1611897031.5803502,235973,0.07502404600381851
1611897770.944378,239403,0.05538444221019745
1611898583.183818,243020,0.053013596683740616
1611899352.0147333,246498,0.04289064556360245
1611900079.2283864,249778,0.039044901728630066
1611900671.1824615,252565,0.06603147089481354
1611901209.403788,254961,0.04911673814058304
1611901980.8398356,258459,0.04783392325043678
1611902636.51339,261449,0.061291687190532684
1611903387.1702828,264857,0.048833612352609634
1611903957.9333625,267392,0.03863172233104706
1611904660.2980676,270452,0.06235753744840622
1611905228.2085245,273075,0.06367167085409164
1611905703.7685602,275253,0.06017641723155975
1611906478.385085,278798,0.04178276285529137
1611907100.390014,281548,0.04007406532764435
1611907849.7337098,284895,0.047127097845077515
1611908620.3414958,288076,0.0398842878639698
