Wall time,Step,Value
1609415048.336655,147,29.17275619506836
1609415052.4907112,331,26.877872467041016
1609415056.6963682,514,26.14706802368164
1609415060.67315,698,25.773500442504883
1609415065.2348201,882,25.55411148071289
1609415114.09443,1021,24.12687110900879
1609415197.6068194,1057,20.724946975708008
1609415279.6340008,1093,18.158123016357422
1609415361.8433743,1129,16.161514282226562
1609415444.6785078,1165,14.568075180053711
1609415538.7454715,1201,13.275293350219727
1609415625.1928842,1237,12.189123153686523
1609415707.7005703,1273,11.278240203857422
1609415789.9773545,1309,10.489738464355469
1609415872.1690342,1345,9.805192947387695
1609415955.6867135,1381,9.207140922546387
1609416038.847674,1417,8.68317699432373
1609416120.3384798,1453,8.213312149047852
1609416203.1274202,1489,7.793776035308838
1609416284.9942262,1525,7.462347507476807
1609416365.7662463,1561,7.214869976043701
1609416449.3342314,1597,7.0077290534973145
1609416531.466184,1633,6.814006805419922
1609416613.5840168,1669,6.645732879638672
1609416695.9740162,1705,6.500444412231445
1609416779.698274,1741,5.453449726104736
1609416864.4720943,1778,4.582008361816406
1609416947.6211572,1814,3.715128183364868
1609417031.3783293,1851,2.8441712856292725
1609417114.5254812,1887,1.9792684316635132
1609417199.059784,1923,1.4220151901245117
1609417281.156599,1959,1.5360926389694214
1609417365.4836366,1995,1.655328631401062
1609417446.4039838,2031,1.7676392793655396
1609417528.02199,2067,1.8710763454437256
1609417612.6845646,2104,1.9754592180252075
1609417693.5601022,2140,2.094215154647827
1609417780.386542,2177,2.2068769931793213
1609417860.0788543,2213,2.325474262237549
1609417946.385747,2251,2.4312844276428223
1609418033.0290656,2289,2.5389602184295654
1609418117.9701426,2326,2.6586742401123047
1609418199.0388803,2362,2.7851340770721436
1609418283.422254,2399,2.9045684337615967
1609418365.1571975,2435,2.9993300437927246
1609418451.9240563,2472,3.042173147201538
1609418550.1464462,2510,3.057889938354492
1609418645.681936,2548,3.081732988357544
1609418731.237145,2584,3.1134560108184814
1609418819.7627387,2623,3.1114134788513184
1609418913.7457957,2660,3.1133129596710205
1609419012.9336488,2698,3.121670722961426
1609419112.9350119,2737,3.1354265213012695
1609419440.286281,2879,3.4887821674346924
1609419880.5982313,3086,4.675482749938965
1609420324.8058152,3296,5.381377696990967
1609420680.5471404,3465,5.822233200073242
1609420976.4320507,3602,6.773246765136719
1609421528.3678231,3867,10.521055221557617
1609421719.0530748,3952,11.593703269958496
1609422108.9089313,4133,14.760838508605957
