Wall time,Step,Value
1611689198.8358767,1898,2.102238655090332
1611689249.6110413,2141,1.9547843933105469
1611689514.8735998,3391,1.9585354328155518
1611689786.2355616,4682,1.0241121053695679
1611689864.331555,5030,1.2384650707244873
1611690489.9592323,7503,1.0276471376419067
1611690994.201573,9645,0.7391039729118347
1611691448.0384364,11769,0.9104855060577393
1611691777.035754,13135,1.6274089813232422
1611691901.9657123,13641,0.8704714775085449
1611692253.4316185,15031,1.205988883972168
1611692349.6509998,15459,1.8093204498291016
1611692462.921867,15964,1.4508922100067139
1611692573.5881455,16469,1.7169010639190674
1611692676.932465,16893,1.4214069843292236
1611692979.6343403,18131,1.748220682144165
1611693353.3397007,19725,0.9666451811790466
1611693920.4913232,22166,1.6616045236587524
1611694554.239511,24895,1.6678013801574707
1611694723.3532948,25666,3.053478717803955
1611694851.0025475,26172,4.081672668457031
1611694921.7917156,26485,5.163871765136719
1611694984.45664,26759,4.918422698974609
1611695052.2120647,27065,3.475661277770996
1611695132.585879,27425,3.403510570526123
1611695300.4584115,28205,4.43455696105957
1611695568.758388,29362,4.862259864807129
1611695994.3904922,31300,2.7311158180236816
1611696758.4173028,34494,9.460325241088867
1611697234.1138308,36495,40.025718688964844
1611697790.3417103,38787,5.799420356750488
1611698736.810407,42627,18.70603370666504
1611699740.8971334,46538,6.447531700134277
1611700312.5140042,48841,21.2420654296875
1611701074.7338517,51887,24.404001235961914
1611701552.577425,53843,21.57648277282715
1611702526.7681966,57788,16.205137252807617
1611703489.6012304,61723,39.32207489013672
1611704221.4387248,64610,4.149872779846191
1611705041.1645722,67743,75.13507843017578
1611705908.8296688,70941,36.67414093017578
1611706935.8683558,74657,147.10330200195312
1611707800.2675204,77886,38.975860595703125
1611708538.9620023,80651,103.01797485351562
1611708923.2843437,82077,76.71416473388672
1611709660.1519537,84780,152.87432861328125
1611710208.0558188,86733,270.7946472167969
1611711314.8139813,90733,225.29025268554688
1611712442.6513278,94733,3564.591796875
1611713526.984905,98733,1827.428955078125
1611714655.9666328,102733,13228.857421875
1611715762.003858,106733,5976.47265625
1611716863.7595646,110733,435.989501953125
1611717767.6766808,113948,26894.892578125
1611718363.7927327,116105,17977.5859375
1611719498.220511,120105,22161.640625
1611720621.9048991,124105,15203.8544921875
1611721729.2440345,128105,335326.125
1611722844.6291878,132105,5998.8837890625
1611723861.8171484,135737,1044897.0625
1611725011.3712432,139737,256331.6875
1611725883.2767446,142810,30374.80078125
1611727047.558259,146810,142121.46875
1611728194.3614693,150810,5805389.0
1611729333.0243468,154810,792249.875
1611730461.2899027,158810,1275264.0
1611731603.4362404,162810,4049326.5
1611732210.1879065,164881,7068895.0
1611733101.1022305,167920,8053146.0
1611734310.3099694,171920,10135544.0
1611735079.9328988,174413,551731.9375
1611735478.8038447,175691,3531775.5
1611735640.6410935,176224,1020173.0
1611736008.6957812,177446,811389.5
1611736078.3188663,177681,2938739.5
1611736166.4377618,177972,153889.0
1611737336.4415329,181847,45051960.0
1611737995.599127,184064,8671956.0
1611738938.9089258,187147,820795.125
1611739371.2373478,188554,278234944.0
1611740062.275849,190851,4430182.0
1611740483.3539376,192267,83917440.0
1611741417.1316617,195366,4396306.0
1611741951.0263352,197145,123243976.0
1611742828.291403,200066,809959.875
1611744012.2777395,204066,998940.5
1611744884.1119037,207141,4163715.0
1611745839.5815504,210488,70879504.0
1611747002.3448718,214488,1109356.5
1611747741.20437,217035,104656552.0
