Wall time,Step,Value
1611256303.2886717,81,4.979763031005859
1611256304.6375446,177,8.249489784240723
1611256307.0309718,326,12.627062797546387
1611256309.2088113,467,14.55163288116455
1611256311.3991227,598,15.386821746826172
1611256314.3882892,730,15.942468643188477
1611256316.5793736,859,16.27895736694336
1611256319.4722254,1004,16.891637802124023
1611256380.9461067,1392,15.70835018157959
1611256419.277123,1630,12.703425407409668
1611256440.6716492,1778,10.566935539245605
1611256507.4298763,2288,11.014379501342773
1611256579.9001918,2806,16.1599063873291
1611256624.0443952,3114,13.470806121826172
1611256682.5648282,3557,16.742128372192383
1611256768.104113,4241,30.872760772705078
1611256840.465944,4876,41.61631393432617
1611256851.9062746,4972,39.07275390625
1611256863.7040796,5066,36.884769439697266
1611256875.86027,5146,35.143062591552734
1611256896.8082337,5310,33.38006591796875
1611256911.5163505,5442,32.271812438964844
1611256963.3844626,5891,34.46684265136719
1611257054.5805688,6670,44.822837829589844
1611257129.6286333,7203,52.08549118041992
1611257199.8084977,7790,64.05171203613281
1611257248.4051173,8201,69.8796615600586
1611257284.0016778,8554,76.18523406982422
1611257324.4465966,8923,83.09004211425781
1611257368.487826,9350,91.0470199584961
1611257415.1938372,9780,97.0659408569336
1611257464.48295,10231,100.42366790771484
1611257528.395066,10858,107.62322998046875
1611257605.33089,11601,119.22563934326172
1611257717.5024202,12607,131.9627685546875
1611257782.3956723,13258,142.1375732421875
1611257834.002255,13774,152.12290954589844
1611257899.9515853,14371,163.99119567871094
1611257972.8565543,15090,174.9089813232422
1611258042.46818,15755,180.87158203125
1611258124.92281,16508,185.63894653320312
1611258201.8579648,17290,193.9263458251953
1611258246.4418442,17683,202.21072387695312
1611258333.1214366,18456,218.8544464111328
1611258428.3520832,19345,239.40957641601562
1611258513.800454,20174,257.4663391113281
1611258624.792961,21191,280.4450988769531
1611258706.8435607,21974,295.8536071777344
1611258793.8427317,22796,303.4482727050781
1611258874.836801,23579,311.0154113769531
1611258957.7841043,24387,314.90533447265625
1611259023.5887322,24991,322.300048828125
1611259080.0017676,25570,330.1616516113281
1611259121.4940598,25993,329.0389404296875
1611259199.0371287,26749,339.8018798828125
1611259261.3505104,27389,348.0983581542969
1611259332.0060742,28086,361.1994934082031
1611259404.6774104,28747,368.8428649902344
1611259451.9965382,29204,369.1746520996094
1611259514.8856683,29832,376.8854064941406
1611259594.976432,30539,386.87066650390625
1611259658.637751,31169,394.7726135253906
1611259703.0373583,31559,387.8560791015625
1611259780.1273882,32313,401.7030334472656
1611259858.481826,33012,413.5971374511719
1611259924.46382,33510,412.2726135253906
1611259977.6243434,34048,408.83502197265625
1611260023.4799333,34537,411.640380859375
1611260093.3505409,35181,409.2399597167969
